Trig,Date yy/mm/dd,Time UT,BAT RA,BAT Dec,BAT Error,XRT RA,XRT Dec,XRT Error,UVOT RA,UVOT Dec,BLC,XLC,XS1,XS1p,XS2,XS2p,XIM,XIMp,USL,USLp,UIM,UIMp
938899,2019/11/22,13:32:56,54.296,-32.176,3,54.2702,-32.1861,2.3,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 CATALOG3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3
937114,2019/11/15,11:26:21,292.179,38.73,3,,,,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2
933515,2019/11/6,14:15:24,269.35,46.052,3,269.3349,46.0345,2.4,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 CATALOG3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3
933285,2019/11/5,1:36:26,293.753,21.896,3,,,,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,,,,,,,,,,,
933276,2019/11/5,0:08:58,293.743,21.915,3,,,,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,,,,,,,,,,,
933083,2019/11/4,6:34:00,293.743,21.896,3,,,,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,,,,,,,,,,,
932742,2019/11/1,21:08:03,251.844,43.754,3,251.8371,43.7406,2.2,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 CATALOG3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3
932608,2019/10/31,21:23:31,283.275,47.639,3,283.2889,47.6437,2.3,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 CATALOG3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3
932595,2019/10/31,18:43:55,115.862,-62.335,3,115.8713,-62.325,2.1,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1
932435,2019/10/31,0:36:34,233.47,6.144,3,,,,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,,,,,,,,,,,
932058,2019/10/29,11:15:20,352.14,-40.464,3,352.1596,-40.5002,4.2,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1,FITS1 JPEG1 GIF1 PDF1 PS1,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1
931484,2019/10/25,18:16:13,139.771,1.384,3,,,,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 CATALOG3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3
931384,2019/10/25,2:46:47,320.755,-48.33,3,,,,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2
931242,2019/10/24,4:42:53,10.147,-67.139,3,10.1141,-67.1431,3.9,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 CATALOG3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4
930285,2019/10/19,15:12:34,340.038,-17.333,3,340.0242,-17.3292,3.7,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 CATALOG3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 CATALOG4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4 FITS4 JPEG4 GIF4 PDF4 PS4,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4 SKY4 SOURCES4 FIELD_PS4 FIELD_JPEG4 FIELD_GIF4 FIELD_PDF4
929981,2019/10/17,14:36:07,245.151,-73.561,3,245.1262,-73.5408,2.5,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2
929744,2019/10/16,4:09:01,30.296,24.501,3,,,,,,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,,,,,,,,,,,
928924,2019/10/11,4:35:56,44.724,-27.845,3,44.7282,-27.8459,2.2,44.7283,-27.8454,FITS JPEG GIF PDF PS FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,FITS JPEG GIF PDF PS,,FITS JPEG GIF PDF PS,,,,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 CATALOG1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 CATALOG2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 CATALOG3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3,FITS1 JPEG1 GIF1 PDF1 PS1 FITS2 JPEG2 GIF2 PDF2 PS2 FITS3 JPEG3 GIF3 PDF3 PS3,SKY1 SOURCES1 FIELD_PS1 FIELD_JPEG1 FIELD_GIF1 FIELD_PDF1 SKY2 SOURCES2 FIELD_PS2 FIELD_JPEG2 FIELD_GIF2 FIELD_PDF2 SKY3 SOURCES3 FIELD_PS3 FIELD_JPEG3 FIELD_GIF3 FIELD_PDF3
