,Trig,Date,Time UT,Ra,Dec,Sat
426,660952127,2021-12-11,21:48:43,225.94,60.42,Fermi
427,661005991,2021-12-12,12:46:26,41.8,-25.61,Fermi
428,660994088,2021-12-12,9:28:04,144.43,-2.26,Fermi
429,661053990,2021-12-13,2:06:25,67.85,-79.567,Fermi
430,661164389,2021-12-14,8:46:24,285.883,56.933,Fermi
431,661353672,2021-12-16,13:21:07,110.95,52.01,Fermi
432,661329957,2021-12-16,6:45:52,45.19,-63.35,Fermi
433,661417475,2021-12-17,7:04:30,8.88,4.45,Fermi
434,661609127,2021-12-19,12:18:43,172.517,47.317,Fermi
435,661618527,2021-12-19,14:55:23,63.27,-30.2,Fermi
436,661643391,2021-12-19,21:49:46,68.54,-63.18,Fermi
437,661613050,2021-12-19,13:24:05,293.167,-68.4,Fermi
438,661666003,2021-12-20,4:06:38,234.917,25.35,Fermi
439,661751686,2021-12-21,3:54:41,113.15,69.1,Fermi
440,661890377,2021-12-22,18:26:12,119.96,-49.38,Fermi
441,661942750,2021-12-23,8:59:06,256.867,52.267,Fermi
442,661940607,2021-12-23,8:23:22,287.62,42.22,Fermi
443,662081505,2021-12-24,23:31:40,220.89,-41.57,Fermi
444,662010159,2021-12-24,3:42:34,294.9,23.02,Fermi
445,662084433,2021-12-25,0:20:28,124.67,16.81,Fermi
446,662148849,2021-12-25,18:14:04,16.817,-49.933,Fermi
447,662163745,2021-12-25,22:22:20,139.2,58.983,Fermi
448,662216114,2021-12-26,12:55:10,293.683,13.45,Fermi
449,662509128,2021-12-29,22:18:43,185.0,-18.42,Fermi
450,662441360,2021-12-29,3:29:16,294.98,22.91,Fermi
451,662626836,2021-12-31,7:00:32,292.17,-24.92,Fermi
452,8917,2021-01-03,19:01:56,347.574,63.9828,Integral
453,8916,2021-01-03,7:58:23,355.5581,56.1622,Integral
454,8915,2021-01-03,5:11:02,335.8721,46.3335,Integral
455,8918,2021-01-05,21:38:20,13.6324,63.9202,Integral
456,8920,2021-01-06,9:29:15,0.8241,60.5491,Integral
457,8919,2021-01-06,4:17:48,349.3015,60.9191,Integral
458,8921,2021-01-07,18:39:33,194.6981,-57.7416,Integral
459,8923,2021-01-08,1:03:06,18.3706,-56.7467,Integral
460,8925,2021-01-08,20:01:36,323.8756,61.7548,Integral
461,8922,2021-01-08,0:44:54,40.6545,-52.8982,Integral
462,8924,2021-01-08,16:51:54,328.8462,55.5605,Integral
463,8930,2021-01-11,14:05:15,201.876,-59.3679,Integral
464,8929,2021-01-11,6:24:58,218.6617,-58.0575,Integral
465,8931,2021-01-13,9:31:11,14.8584,72.6203,Integral
466,8932,2021-01-14,16:06:21,228.2559,-23.7824,Integral
467,8933,2021-01-16,10:53:30,16.3064,48.363,Integral
468,8934,2021-01-17,6:24:40,44.9888,63.4143,Integral
469,8935,2021-01-17,21:40:01,245.6474,-56.5629,Integral
470,8938,2021-01-19,6:42:20,315.9342,47.0459,Integral
471,8936,2021-01-19,3:40:26,337.5068,51.8138,Integral
472,8937,2021-01-19,4:51:07,318.4905,50.3898,Integral
473,8939,2021-01-21,19:56:50,246.5969,-56.7175,Integral
474,8942,2021-01-22,21:57:03,7.8991,55.6518,Integral
475,8940,2021-01-22,2:07:00,240.0302,-55.9641,Integral
476,8945,2021-01-24,12:53:13,334.1906,45.869,Integral
477,8946,2021-01-24,14:21:01,335.0243,56.2088,Integral
478,8944,2021-01-24,12:42:42,335.6336,51.3119,Integral
479,8949,2021-01-25,20:05:24,158.1284,-56.118,Integral
480,8947,2021-01-25,9:52:57,207.2288,0.6462,Integral
481,8948,2021-01-25,19:19:54,160.096,-65.0615,Integral
482,8951,2021-01-26,14:57:13,135.6285,-57.4206,Integral
483,8950,2021-01-26,14:22:50,141.1422,-52.5045,Integral
484,8952,2021-01-27,9:05:12,245.5197,-44.8545,Integral
485,8953,2021-01-28,2:35:23,313.854,39.7535,Integral
486,8956,2021-01-29,8:08:25,74.6098,7.5064,Integral
487,8955,2021-01-29,8:06:47,63.6357,7.4849,Integral
488,8954,2021-01-29,8:00:26,75.4027,3.9535,Integral
489,8958,2021-01-30,21:11:53,215.2352,-19.2387,Integral
490,8957,2021-01-30,17:51:42,250.4428,-29.1059,Integral
491,8959,2021-02-01,0:43:38,39.5316,10.3652,Integral
492,8964,2021-02-01,18:00:38,248.8904,-31.362,Integral
493,8962,2021-02-01,17:34:11,249.7808,-26.2064,Integral
494,8960,2021-02-01,14:45:00,263.3662,-37.3125,Integral
495,8963,2021-02-01,17:38:14,252.5773,-25.5836,Integral
496,8961,2021-02-01,15:13:06,259.9374,-31.4744,Integral
497,8965,2021-02-02,12:54:29,293.7405,21.8713,Integral
498,8966,2021-02-03,5:48:05,43.2462,15.6349,Integral
499,8967,2021-02-04,3:08:19,260.2639,-13.1602,Integral
500,8968,2021-02-04,6:53:46,263.7295,-20.4275,Integral
501,8969,2021-02-07,14:23:05,66.211,5.2567,Integral
502,8971,2021-02-08,22:49:11,278.4993,-30.0514,Integral
503,8970,2021-02-08,13:32:29,260.1975,-12.6667,Integral
504,8972,2021-02-09,10:45:45,80.3798,10.6108,Integral
505,8973,2021-02-10,10:47:24,83.6713,-4.2086,Integral
506,8974,2021-02-12,17:16:20,278.3668,-26.1769,Integral
507,8979,2021-02-14,18:26:45,21.1611,61.5502,Integral
508,8984,2021-02-17,14:11:14,265.1335,-26.9393,Integral
509,8983,2021-02-17,13:10:55,262.3424,-29.6583,Integral
510,8981,2021-02-17,12:18:04,267.6916,-31.5071,Integral
511,8985,2021-02-17,14:16:49,270.6601,-20.2613,Integral
512,8986,2021-02-17,17:01:49,263.0674,-24.5884,Integral
513,8982,2021-02-17,12:19:24,267.5092,-24.806,Integral
514,8988,2021-02-19,14:03:05,74.6655,-6.7758,Integral
515,8989,2021-02-20,1:50:51,266.2527,-45.2272,Integral
516,8991,2021-02-20,22:11:00,265.5229,-33.1561,Integral
517,9003,2021-02-22,23:46:13,269.5793,-28.5845,Integral
518,9004,2021-02-22,23:48:52,266.5976,-35.5855,Integral
519,9001,2021-02-22,22:07:08,268.3593,-28.1996,Integral
520,9011,2021-02-23,21:02:32,89.5779,-4.8129,Integral
521,9010,2021-02-23,17:56:15,82.1493,3.1296,Integral
522,9015,2021-02-24,20:07:53,69.8226,2.7455,Integral
523,9017,2021-02-25,22:23:07,268.8872,-16.8452,Integral
524,9018,2021-02-26,6:28:26,270.6129,-33.0549,Integral
525,9020,2021-02-27,4:43:53,73.8116,16.8064,Integral
526,9021,2021-02-28,19:40:06,268.7233,-23.7675,Integral
527,9027,2021-03-01,4:27:53,269.0024,-29.822,Integral
528,9030,2021-03-02,6:23:31,78.0382,4.3897,Integral
529,9032,2021-03-02,7:12:39,49.4514,33.6044,Integral
530,9031,2021-03-02,7:11:24,52.848,40.8878,Integral
531,9028,2021-03-02,1:11:52,86.1762,10.474,Integral
532,9029,2021-03-02,1:27:17,73.1905,7.4346,Integral
533,9033,2021-03-02,16:19:36,292.1511,19.85,Integral
534,9035,2021-03-04,17:39:09,120.604,70.5539,Integral
535,9036,2021-03-05,20:30:24,269.5313,-26.6041,Integral
536,9037,2021-03-06,7:10:43,191.58,-55.1605,Integral
537,9041,2021-03-09,19:48:58,149.2303,68.2317,Integral
538,9042,2021-03-11,12:29:52,200.1191,-60.3662,Integral
539,9043,2021-03-11,13:57:32,83.6616,21.4643,Integral
540,9073,2021-03-12,20:52:20,155.843,76.8713,Integral
541,9075,2021-03-12,22:38:31,104.0902,11.7543,Integral
542,9074,2021-03-12,21:33:21,130.8461,78.9608,Integral
543,9072,2021-03-12,19:58:51,162.4077,82.1514,Integral
544,9070,2021-03-12,8:44:46,156.498,69.002,Integral
545,9077,2021-03-14,2:21:35,277.8795,-26.513,Integral
546,9083,2021-03-16,5:21:52,266.4125,-28.9628,Integral
547,9086,2021-03-17,10:18:23,90.3196,22.8251,Integral
548,9087,2021-03-18,16:40:14,65.4932,41.0981,Integral
549,9088,2021-03-18,20:15:58,64.7554,43.5313,Integral
550,9094,2021-03-21,17:13:58,269.6189,-27.8794,Integral
551,9093,2021-03-21,14:55:34,268.4115,-26.4159,Integral
552,9091,2021-03-21,8:31:10,302.11,-37.5115,Integral
553,9092,2021-03-21,9:59:40,300.2103,-41.3988,Integral
554,9096,2021-03-23,23:56:39,269.5277,-33.2835,Integral
555,9099,2021-03-24,1:21:17,267.5031,-34.0193,Integral
556,9098,2021-03-24,0:59:42,276.0695,-22.1617,Integral
557,9097,2021-03-24,0:05:19,269.62,-30.7821,Integral
558,9100,2021-03-24,5:24:06,271.6486,-31.7802,Integral
559,9101,2021-03-25,2:31:35,129.5692,71.0413,Integral
560,9102,2021-03-25,17:14:12,172.8959,69.3788,Integral
561,9103,2021-03-26,16:54:04,76.5626,18.3893,Integral
562,9106,2021-03-27,23:13:10,83.5181,22.0313,Integral
563,9109,2021-03-28,20:09:43,73.4748,18.9746,Integral
564,9108,2021-03-28,10:50:29,85.5528,19.7695,Integral
565,9107,2021-03-28,9:30:53,81.908,19.6583,Integral
566,9115,2021-03-29,21:29:50,303.9512,-30.364,Integral
567,9110,2021-03-29,8:12:14,265.4655,-22.303,Integral
568,9111,2021-03-29,8:36:56,268.226,-28.4283,Integral
569,9113,2021-03-29,18:18:20,268.4943,-25.0714,Integral
570,9114,2021-03-29,19:48:26,265.9976,-35.4607,Integral
571,9116,2021-03-30,2:21:41,267.0836,-26.1968,Integral
572,9119,2021-04-02,17:59:18,268.481,-8.5042,Integral
573,9118,2021-04-02,16:14:45,266.039,-4.2827,Integral
574,9122,2021-04-03,18:49:04,268.2958,-37.5986,Integral
575,9121,2021-04-03,17:05:58,264.7125,-29.9949,Integral
576,9120,2021-04-03,16:54:38,261.6218,-28.9131,Integral
577,9124,2021-04-05,1:56:11,266.128,-34.5773,Integral
578,9127,2021-04-06,19:25:34,153.7238,68.8412,Integral
579,9126,2021-04-06,17:11:55,132.4588,76.5322,Integral
580,9125,2021-04-06,8:52:07,138.6398,72.8447,Integral
581,9129,2021-04-07,7:07:04,83.5709,22.4333,Integral
582,9128,2021-04-07,7:00:24,83.5582,22.4317,Integral
583,9130,2021-04-09,2:47:41,263.4512,-28.0161,Integral
584,9132,2021-04-09,8:22:47,269.1589,-23.1226,Integral
585,9131,2021-04-09,5:29:02,262.1351,-36.4178,Integral
586,9136,2021-04-11,20:31:35,284.9431,-23.2421,Integral
587,9134,2021-04-11,0:17:34,147.7265,63.9581,Integral
588,9135,2021-04-11,15:05:53,287.1897,-22.6181,Integral
589,9138,2021-04-14,6:05:03,291.2798,18.8357,Integral
590,9140,2021-04-14,9:41:35,289.2748,35.0325,Integral
591,9139,2021-04-14,7:55:51,295.8667,29.9729,Integral
592,9141,2021-04-15,15:39:27,77.5164,1.6532,Integral
593,9142,2021-04-17,0:21:36,267.2051,-34.0739,Integral
594,9145,2021-04-17,13:08:54,306.2219,-35.7073,Integral
595,9143,2021-04-17,0:41:26,267.0634,-35.1953,Integral
596,9144,2021-04-17,4:06:15,271.8582,-24.3786,Integral
597,9150,2021-04-19,15:14:07,126.1893,12.8187,Integral
598,9149,2021-04-19,14:16:22,127.8094,16.5493,Integral
599,9153,2021-04-21,6:33:01,286.7325,13.4188,Integral
600,9155,2021-04-21,20:34:05,208.7239,-71.9718,Integral
601,9159,2021-04-22,16:06:02,148.8841,69.9726,Integral
602,9156,2021-04-22,5:40:28,120.2076,16.3007,Integral
603,9157,2021-04-22,9:32:47,101.2769,62.6937,Integral
604,9160,2021-04-23,11:51:23,270.1423,-25.3289,Integral
605,9161,2021-04-23,18:51:36,298.7358,-42.1264,Integral
606,9170,2021-04-24,23:33:06,260.7838,-30.8408,Integral
607,9169,2021-04-24,7:01:31,266.9075,-23.7954,Integral
608,9171,2021-04-25,2:38:55,271.5802,-30.0425,Integral
609,9172,2021-04-26,6:55:33,293.1688,6.8041,Integral
610,9173,2021-04-27,16:28:32,278.5637,-38.1914,Integral
611,9174,2021-04-27,17:07:12,270.0783,-45.5045,Integral
612,9175,2021-04-28,2:35:18,270.3623,-33.7579,Integral
613,9177,2021-04-29,5:43:12,137.1481,64.9889,Integral
614,9178,2021-04-30,5:42:25,137.1702,30.933,Integral
615,9179,2021-04-30,7:59:13,132.2965,14.6837,Integral
616,9180,2021-04-30,14:51:48,131.8374,14.4247,Integral
617,9184,2021-05-01,16:44:42,297.0478,8.3539,Integral
618,9182,2021-05-01,6:20:00,287.2202,6.2162,Integral
619,9181,2021-05-01,0:36:28,149.8264,18.5559,Integral
620,9186,2021-05-02,23:05:27,284.2584,-36.0168,Integral
621,9187,2021-05-04,20:12:08,122.0964,67.8594,Integral
622,9189,2021-05-05,15:34:04,301.3891,12.2208,Integral
623,9190,2021-05-05,15:48:32,291.0784,16.7684,Integral
624,9188,2021-05-05,12:51:59,292.0734,19.8543,Integral
625,9192,2021-05-06,11:19:26,284.683,13.9086,Integral
626,9194,2021-05-06,18:39:02,126.7854,19.9226,Integral
627,9195,2021-05-07,0:51:56,129.9484,20.3451,Integral
628,9196,2021-05-07,13:07:42,141.6546,-56.0419,Integral
629,9197,2021-05-08,12:12:36,171.3963,-58.6311,Integral
630,9199,2021-05-08,13:29:38,186.0615,-60.5952,Integral
631,9198,2021-05-08,12:31:32,172.5058,-59.6512,Integral
632,9201,2021-05-08,19:41:32,266.8467,-68.6864,Integral
633,9204,2021-05-09,2:59:17,263.749,-65.4231,Integral
634,9205,2021-05-09,14:41:33,139.5812,61.9416,Integral
635,9203,2021-05-09,2:51:50,257.7741,-66.6438,Integral
636,9202,2021-05-09,2:23:29,263.2612,-65.6156,Integral
637,9206,2021-05-10,22:26:56,336.5578,-5.1173,Integral
638,9210,2021-05-13,13:42:17,139.024,69.0981,Integral
639,9211,2021-05-13,15:52:33,167.064,68.186,Integral
640,9213,2021-05-14,21:15:05,157.563,71.9732,Integral
641,9219,2021-05-21,14:31:21,143.0916,3.032,Integral
642,9220,2021-05-21,16:17:26,152.8264,10.837,Integral
643,9223,2021-05-24,7:17:53,154.9165,2.9118,Integral
644,9224,2021-05-24,11:45:18,161.4085,8.02,Integral
645,9234,2021-05-29,14:27:54,316.9115,-14.0165,Integral
646,9232,2021-05-29,12:59:46,315.4008,-7.9094,Integral
647,9235,2021-05-29,21:28:43,318.2241,-14.0535,Integral
648,9231,2021-05-29,12:50:48,318.8362,-17.5882,Integral
649,9230,2021-05-29,12:38:17,315.1284,-15.3986,Integral
650,9233,2021-05-29,13:23:46,318.3342,-9.0592,Integral
651,9236,2021-05-30,17:15:55,123.3029,-31.9193,Integral
652,9237,2021-05-31,2:33:16,135.1436,-47.6767,Integral
653,9239,2021-06-01,7:32:33,162.7698,77.1292,Integral
654,9241,2021-06-01,8:57:06,151.9576,73.0348,Integral
655,9247,2021-06-01,16:48:56,152.9724,72.6915,Integral
656,9243,2021-06-01,9:30:20,142.4195,71.058,Integral
657,9240,2021-06-01,7:35:05,177.0534,77.6634,Integral
658,9238,2021-06-01,5:44:42,119.8394,77.2425,Integral
659,9244,2021-06-01,12:35:55,156.8277,67.4178,Integral
660,9245,2021-06-01,13:46:42,148.4182,62.4635,Integral
661,9246,2021-06-01,15:08:08,145.8401,74.0757,Integral
662,9242,2021-06-01,9:23:14,151.9123,68.757,Integral
663,9249,2021-06-02,21:04:41,333.7817,-5.3752,Integral
664,9251,2021-06-03,20:16:10,132.2208,69.4377,Integral
665,9250,2021-06-03,0:35:42,329.2355,-15.7551,Integral
666,9252,2021-06-03,21:06:14,138.9588,71.3795,Integral
667,9255,2021-06-06,12:31:46,170.2466,-3.4071,Integral
668,9254,2021-06-06,0:16:26,163.843,5.3692,Integral
669,9257,2021-06-07,16:19:27,324.5036,3.6562,Integral
670,9259,2021-06-09,5:14:02,324.8615,14.4019,Integral
671,9260,2021-06-09,9:48:38,329.1286,14.143,Integral
672,9262,2021-06-11,22:43:15,149.4857,72.1623,Integral
673,9263,2021-06-12,2:21:46,149.1818,67.7615,Integral
674,9264,2021-06-12,3:18:58,155.2702,67.0652,Integral
675,9268,2021-06-16,4:43:30,125.5494,-28.454,Integral
676,9270,2021-06-17,23:23:28,328.7749,-62.9074,Integral
677,9273,2021-06-19,19:39:11,322.1282,0.735,Integral
678,9271,2021-06-19,18:45:32,320.4565,-1.8276,Integral
679,9272,2021-06-19,19:02:43,320.277,-1.4635,Integral
680,9274,2021-06-19,21:10:54,324.7433,5.5182,Integral
681,9275,2021-06-20,23:59:22,197.3558,-4.6684,Integral
682,9276,2021-06-22,10:24:12,198.9015,-23.5538,Integral
683,9277,2021-06-25,19:07:37,295.6203,34.7659,Integral
684,9280,2021-06-27,19:48:53,194.3211,-62.1827,Integral
685,9278,2021-06-27,18:12:21,185.0794,-63.0792,Integral
686,9282,2021-06-27,23:45:16,185.6849,-56.4008,Integral
687,9279,2021-06-27,18:16:52,194.7099,-69.2745,Integral
688,9281,2021-06-27,20:58:43,158.6321,-76.7361,Integral
689,9283,2021-06-28,2:42:53,191.5987,-58.4455,Integral
690,9285,2021-06-30,13:51:15,122.8585,-20.5171,Integral
691,9284,2021-06-30,12:21:00,111.9646,-22.6137,Integral
692,9286,2021-06-30,14:54:14,126.1845,-28.8544,Integral
693,9288,2021-07-02,10:33:13,309.376,38.3595,Integral
694,9289,2021-07-03,2:53:16,291.9844,36.6216,Integral
695,9290,2021-07-03,3:37:07,293.7168,37.5474,Integral
696,9292,2021-07-05,20:21:40,301.5426,39.4488,Integral
697,9291,2021-07-05,1:26:51,126.897,-50.3735,Integral
698,9293,2021-07-05,23:43:10,307.1515,32.8309,Integral
699,9294,2021-07-06,17:14:51,293.7137,21.8645,Integral
700,9295,2021-07-07,0:33:33,293.7242,21.8921,Integral
701,9296,2021-07-07,22:25:20,192.546,-63.2762,Integral
702,9297,2021-07-08,9:38:14,191.128,-11.1786,Integral
703,9299,2021-07-08,16:18:32,297.5059,36.4679,Integral
704,9298,2021-07-08,10:26:36,242.7794,32.6695,Integral
705,9301,2021-07-11,4:00:52,304.5855,46.4663,Integral
706,9300,2021-07-11,3:17:08,298.1851,39.1761,Integral
707,9302,2021-07-12,4:32:41,293.6953,21.9084,Integral
708,9304,2021-07-13,17:58:50,118.735,-32.7943,Integral
709,9303,2021-07-13,17:21:39,119.6756,-28.5325,Integral
710,9307,2021-07-14,7:14:45,137.6482,-37.3069,Integral
711,9306,2021-07-14,4:02:37,113.7621,-28.936,Integral
712,9305,2021-07-14,1:20:33,128.8285,-40.3545,Integral
713,9308,2021-07-14,18:43:20,136.9133,-43.298,Integral
714,9309,2021-07-16,14:27:19,36.4419,7.7818,Integral
715,9310,2021-07-17,17:56:39,238.4252,-62.1939,Integral
716,9312,2021-07-18,15:35:35,77.2687,-58.6227,Integral
717,9313,2021-07-19,2:53:08,134.6163,-45.3323,Integral
718,9314,2021-07-19,5:46:15,131.5463,-40.2745,Integral
719,9315,2021-07-21,18:21:45,302.1432,34.5945,Integral
720,9316,2021-07-23,16:59:38,172.4511,-63.9953,Integral
721,9317,2021-07-24,12:10:26,318.6014,48.624,Integral
722,9318,2021-07-24,14:23:42,309.1732,50.0424,Integral
723,9322,2021-07-27,4:09:25,350.0369,59.3546,Integral
724,9321,2021-07-27,3:50:13,349.7543,61.6353,Integral
725,9320,2021-07-27,2:06:29,350.2749,66.3416,Integral
726,9319,2021-07-27,1:44:30,351.4219,65.4352,Integral
727,9323,2021-07-29,17:49:02,69.2178,-4.2052,Integral
728,9324,2021-07-29,20:34:23,64.7903,0.5254,Integral
729,9326,2021-07-30,10:53:11,69.6431,8.1407,Integral
730,9325,2021-07-30,10:01:12,77.4693,12.5914,Integral
731,9327,2021-08-02,16:02:35,248.1626,-34.2579,Integral
732,9329,2021-08-04,2:35:04,305.013,44.4401,Integral
733,9331,2021-08-06,17:06:30,72.6461,3.2268,Integral
734,9332,2021-08-07,6:16:00,61.9451,4.816,Integral
735,9334,2021-08-07,12:31:36,28.4253,17.3067,Integral
736,9337,2021-08-09,10:01:53,71.5051,-1.6277,Integral
737,9336,2021-08-09,7:35:58,127.2502,-33.8465,Integral
738,9340,2021-08-12,2:11:35,79.879,-0.0181,Integral
739,9342,2021-08-12,16:13:50,72.0449,-0.0344,Integral
740,9341,2021-08-12,5:56:55,69.203,2.4523,Integral
741,9339,2021-08-12,0:35:19,74.3685,10.9703,Integral
742,9338,2021-08-12,0:11:59,65.6863,7.1616,Integral
743,9343,2021-08-13,2:01:11,263.9309,-24.1697,Integral
744,9348,2021-08-14,19:52:23,73.826,-11.0051,Integral
745,9345,2021-08-14,15:33:33,137.2582,71.2893,Integral
746,9347,2021-08-14,17:26:28,151.3373,65.3955,Integral
747,9346,2021-08-14,16:34:39,141.9967,63.0161,Integral
748,9351,2021-08-18,3:32:30,83.9128,23.4792,Integral
749,9353,2021-08-18,21:06:47,267.216,-30.3783,Integral
750,9350,2021-08-18,1:15:42,83.8682,27.8845,Integral
751,9354,2021-08-20,8:27:20,261.089,-6.9825,Integral
752,9355,2021-08-20,23:39:17,138.1579,54.634,Integral
753,9358,2021-08-22,16:45:16,77.8859,-6.5756,Integral
754,9357,2021-08-22,14:45:21,74.8096,-9.1994,Integral
755,9359,2021-08-22,19:57:11,70.7827,-3.0555,Integral
756,9360,2021-08-23,19:41:36,200.3169,-8.3885,Integral
757,9361,2021-08-26,5:21:10,258.2791,-24.3812,Integral
758,9365,2021-08-28,10:29:07,81.7863,21.8968,Integral
759,9363,2021-08-28,4:42:23,263.0274,-25.5618,Integral
760,9364,2021-08-28,5:16:41,259.8724,-26.0641,Integral
761,9367,2021-08-29,4:09:50,85.2565,24.739,Integral
762,9366,2021-08-29,3:27:20,85.8849,22.6519,Integral
763,9368,2021-08-30,18:15:28,241.6954,-37.8489,Integral
764,9370,2021-08-30,19:42:24,244.3058,-43.1336,Integral
765,9369,2021-08-30,19:20:59,252.9139,-41.6276,Integral
766,9371,2021-08-30,20:15:04,251.7424,-38.0382,Integral
767,9372,2021-08-30,22:10:48,247.6765,-34.6081,Integral
768,9374,2021-08-31,11:37:21,264.3344,-32.3249,Integral
769,9373,2021-08-31,11:22:56,264.4491,-23.9439,Integral
770,9375,2021-09-02,12:32:17,90.3338,-4.8836,Integral
771,9376,2021-09-02,14:31:19,80.563,-6.6957,Integral
772,9379,2021-09-03,16:53:11,263.1041,-32.2682,Integral
773,9380,2021-09-06,4:12:23,269.3901,-25.41,Integral
774,9381,2021-09-06,4:14:58,260.7048,-32.5995,Integral
775,9382,2021-09-09,9:26:29,278.2557,-17.3098,Integral
776,9383,2021-09-10,12:21:38,272.1782,-23.427,Integral
777,9386,2021-09-11,15:23:28,151.9528,67.0293,Integral
778,9385,2021-09-11,8:36:25,224.9415,37.2313,Integral
779,9384,2021-09-11,5:36:39,255.0965,-62.2353,Integral
780,9387,2021-09-14,10:50:17,40.4814,64.7426,Integral
781,9389,2021-09-14,22:46:42,35.4668,62.344,Integral
782,9388,2021-09-14,18:17:54,22.4609,76.9884,Integral
783,9391,2021-09-15,13:27:58,60.8717,62.2249,Integral
784,9390,2021-09-15,13:25:20,41.3851,51.1704,Integral
785,9393,2021-09-17,17:45:33,271.1899,-70.5924,Integral
786,9392,2021-09-17,4:09:22,256.8287,-71.4316,Integral
787,9396,2021-09-20,23:56:17,256.7603,-25.4645,Integral
788,9395,2021-09-20,22:39:38,267.1439,-25.8511,Integral
789,9398,2021-09-21,4:47:33,263.6792,-21.772,Integral
790,9399,2021-09-21,5:35:52,268.3428,-26.9315,Integral
791,9397,2021-09-21,3:22:09,264.6217,-23.9804,Integral
792,9400,2021-09-22,0:40:29,271.8281,-20.3676,Integral
793,9425,2021-10-01,14:20:51,86.8531,4.7134,Integral
794,9424,2021-10-01,12:42:57,88.3961,10.4431,Integral
795,9426,2021-10-01,14:37:49,83.4784,0.2483,Integral
796,9431,2021-10-04,11:09:30,248.0727,-58.1809,Integral
797,9430,2021-10-04,10:40:16,247.0059,-58.1785,Integral
798,9429,2021-10-04,7:51:34,243.1856,-50.5685,Integral
799,9428,2021-10-04,7:38:50,227.4593,-51.0177,Integral
800,9427,2021-10-04,4:43:31,252.4678,-50.1623,Integral
801,9432,2021-10-04,20:38:32,245.63,-54.1805,Integral
802,9433,2021-10-06,20:42:02,159.0063,65.785,Integral
803,9434,2021-10-08,23:58:02,88.3154,6.3838,Integral
804,9437,2021-10-09,14:51:01,290.9996,6.1325,Integral
805,9436,2021-10-09,13:18:34,288.29,9.633,Integral
806,9435,2021-10-09,11:55:39,199.4372,-67.0841,Integral
807,9438,2021-10-09,16:47:07,283.403,15.6654,Integral
808,9439,2021-10-09,20:23:30,288.7233,13.9747,Integral
809,9440,2021-10-10,4:33:37,291.032,8.6575,Integral
810,9442,2021-10-12,7:10:53,101.0484,24.3932,Integral
811,9441,2021-10-12,6:19:44,92.2496,21.3893,Integral
812,9443,2021-10-13,2:46:11,81.9648,26.52,Integral
813,9444,2021-10-14,21:32:02,92.8918,9.2218,Integral
814,9445,2021-10-15,12:30:34,79.3923,-0.9517,Integral
815,9446,2021-10-16,10:00:09,272.1323,-20.4006,Integral
816,9448,2021-10-17,12:12:04,277.8249,-25.5001,Integral
817,9450,2021-10-17,22:57:45,271.913,-24.7845,Integral
818,9447,2021-10-17,12:04:52,272.5629,-32.5115,Integral
819,9449,2021-10-17,12:47:36,274.7755,-23.8595,Integral
820,9451,2021-10-18,12:10:50,150.6639,60.8488,Integral
821,9454,2021-10-21,14:12:18,83.1085,19.1918,Integral
822,9455,2021-10-21,23:36:50,84.8683,14.177,Integral
823,9457,2021-10-22,22:18:21,286.0196,14.3455,Integral
824,9456,2021-10-22,7:31:21,85.61,19.873,Integral
825,9460,2021-10-23,13:13:19,297.7706,6.1368,Integral
826,9458,2021-10-23,7:24:16,286.1717,5.0066,Integral
827,9461,2021-10-24,10:29:49,272.1304,-34.6292,Integral
828,9462,2021-10-24,11:11:03,278.7083,-26.0103,Integral
829,9466,2021-10-25,18:35:57,266.3406,-30.4225,Integral
830,9465,2021-10-25,18:14:51,266.3311,-30.658,Integral
831,9464,2021-10-25,13:14:49,271.6188,-28.7381,Integral
832,9463,2021-10-25,11:38:12,266.5329,-27.6918,Integral
833,9468,2021-10-26,12:51:00,307.0617,37.5046,Integral
834,9469,2021-10-26,15:47:47,316.9145,38.1579,Integral
835,9467,2021-10-26,2:51:44,301.6416,37.3096,Integral
836,9470,2021-10-27,1:32:52,157.2057,18.0603,Integral
837,9471,2021-10-27,5:45:14,134.6397,-34.1323,Integral
838,9472,2021-10-28,4:32:11,117.6547,-13.1659,Integral
839,9473,2021-10-28,10:08:50,108.1433,-12.3756,Integral
840,9475,2021-10-29,16:28:44,284.4319,3.7531,Integral
841,9480,2021-10-30,22:16:48,262.7865,-33.2007,Integral
842,9477,2021-10-30,19:41:00,267.8019,-44.9535,Integral
843,9478,2021-10-30,20:30:00,263.4624,-41.6562,Integral
844,9482,2021-10-30,23:42:24,266.3641,-34.1645,Integral
845,9476,2021-10-30,18:52:01,216.5473,-63.1767,Integral
846,9481,2021-10-30,23:15:16,254.6528,-44.1102,Integral
847,9479,2021-10-30,20:47:18,268.7058,-38.1083,Integral
848,9494,2021-10-31,18:41:56,144.0929,64.2505,Integral
849,9486,2021-10-31,5:02:51,279.7825,-40.8874,Integral
850,9483,2021-10-31,3:23:04,277.4695,-39.802,Integral
851,9489,2021-10-31,12:28:18,176.9972,58.2732,Integral
852,9496,2021-10-31,19:10:21,151.018,63.9679,Integral
853,9495,2021-10-31,19:01:49,148.3265,61.6901,Integral
854,9492,2021-10-31,16:23:02,166.931,69.6919,Integral
855,9497,2021-10-31,20:08:13,149.5782,63.6841,Integral
856,9485,2021-10-31,4:12:58,276.7628,-39.0913,Integral
857,9491,2021-10-31,15:23:00,167.1509,70.5024,Integral
