,"Trig,SubNums",Date,Time UT,Mesg,RA,Dec,Error,Inten,Comments,Trig
363,"9446,1",2021-10-16,10:00:09,Wakeup,272.1323,-20.4006,3.18,8.81,"INTEGRAL GRB Coordinates. Time_Scale=0.0320 and Time_Error=2.0000. ObjectName=SGR_1806-20,ObjectClass=2",9446
364,"9448,0",2021-10-17,12:12:04,Weak,277.8249,-25.5001,3.82,6.01,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9448
365,"9450,0",2021-10-17,22:57:45,Weak,271.913,-24.7845,3.6,6.66,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9450
366,"9447,0",2021-10-17,12:04:52,Weak,272.5629,-32.5115,3.8,6.06,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9447
367,"9449,0",2021-10-17,12:47:36,Weak,274.7755,-23.8595,3.75,6.17,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9449
368,"9451,0",2021-10-18,12:10:50,Weak,150.6639,60.8488,3.67,6.44,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9451
369,"9454,0",2021-10-21,14:12:18,Weak,83.1085,19.1918,3.63,6.58,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=25.0000 and Time_Error=25.0000. Possibly real GRB event (WEAK detection),9454
370,"9455,0",2021-10-21,23:36:50,Weak,84.8683,14.177,3.72,6.3,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9455
371,"9457,0",2021-10-22,22:18:21,Weak,286.0196,14.3455,3.78,6.11,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9457
372,"9456,0",2021-10-22,7:31:21,Weak,85.61,19.873,3.8,6.04,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9456
373,"9460,0",2021-10-23,13:13:19,Weak,297.7706,6.1368,3.48,7.13,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=2.0000 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9460
374,"9458,0",2021-10-23,7:24:16,Weak,286.1717,5.0066,3.62,6.6,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9458
375,"9461,0",2021-10-24,10:29:49,Weak,272.1304,-34.6292,3.62,6.6,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9461
376,"9462,0",2021-10-24,11:11:03,Weak,278.7083,-26.0103,3.72,6.29,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9462
377,"9466,0",2021-10-25,18:35:57,Weak,266.3406,-30.4225,3.8,6.04,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9466
378,"9465,0",2021-10-25,18:14:51,Weak,266.3311,-30.658,3.67,6.43,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9465
379,"9464,0",2021-10-25,13:14:49,Weak,271.6188,-28.7381,3.65,6.52,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9464
380,"9463,0",2021-10-25,11:38:12,Weak,266.5329,-27.6918,3.77,6.14,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9463
381,"9468,0",2021-10-26,12:51:00,Weak,307.0617,37.5046,3.67,6.47,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9468
382,"9469,0",2021-10-26,15:47:47,Weak,316.9145,38.1579,3.47,7.17,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=2.0000 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9469
383,"9467,0",2021-10-26,2:51:44,Weak,301.6416,37.3096,3.65,6.52,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9467
384,"9470,0",2021-10-27,1:32:52,Weak,157.2057,18.0603,3.72,6.31,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9470
385,"9471,0",2021-10-27,5:45:14,Weak,134.6397,-34.1323,3.6,6.66,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=25.0000 and Time_Error=25.0000. Possibly real GRB event (WEAK detection),9471
386,"9472,0",2021-10-28,4:32:11,Weak,117.6547,-13.1659,3.78,6.08,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9472
387,"9473,0",2021-10-28,10:08:50,Weak,108.1433,-12.3756,3.82,6.01,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9473
388,"9475,0",2021-10-29,16:28:44,Weak,284.4319,3.7531,3.77,6.14,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0020 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9475
389,"9480,0",2021-10-30,22:16:48,Weak,262.7865,-33.2007,3.78,6.1,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9480
390,"9477,0",2021-10-30,19:41:00,Weak,267.8019,-44.9535,3.85,5.93,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9477
391,"9478,0",2021-10-30,20:30:00,Weak,263.4624,-41.6562,3.73,6.25,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0080 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9478
392,"9482,0",2021-10-30,23:42:24,Weak,266.3641,-34.1645,3.98,5.59,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9482
393,"9476,0",2021-10-30,18:52:01,Weak,216.5473,-63.1767,3.73,6.22,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0399 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9476
394,"9481,0",2021-10-30,23:15:16,Weak,254.6528,-44.1102,4.0,5.56,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9481
395,"9479,0",2021-10-30,20:47:18,Weak,268.7058,-38.1083,3.8,6.04,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9479
396,"9494,0",2021-10-31,18:41:56,Weak,144.0929,64.2505,3.82,6.0,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9494
397,"9486,0",2021-10-31,5:02:51,Weak,279.7825,-40.8874,3.88,5.84,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9486
398,"9483,0",2021-10-31,3:23:04,Weak,277.4695,-39.802,3.98,5.58,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0080 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9483
399,"9489,0",2021-10-31,12:28:18,Weak,176.9972,58.2732,3.78,6.1,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.3199 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9489
400,"9496,0",2021-10-31,19:10:21,Weak,151.018,63.9679,3.7,6.36,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9496
401,"9495,0",2021-10-31,19:01:49,Weak,148.3265,61.6901,3.75,6.19,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9495
402,"9492,0",2021-10-31,16:23:02,Weak,166.931,69.6919,3.77,6.16,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9492
403,"9497,0",2021-10-31,20:08:13,Weak,149.5782,63.6841,3.75,6.17,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9497
404,"9485,0",2021-10-31,4:12:58,Weak,276.7628,-39.0913,3.7,6.36,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection) NOTE: This INTEGRAL event is temporally(78.0<100sec) coincident with the FERMI_GBM event (trignum=657346304).,9485
405,"9491,0",2021-10-31,15:23:00,Weak,167.1509,70.5024,3.75,6.17,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9491
406,"9487,0",2021-10-31,8:36:42,Weak,274.0388,-34.9458,3.8,6.06,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9487
407,"9493,0",2021-10-31,16:35:49,Weak,185.4905,59.1073,3.7,6.36,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9493
408,"9490,0",2021-10-31,14:44:08,Weak,175.2602,59.8345,3.78,6.08,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.3199 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9490
409,"9484,0",2021-10-31,3:45:14,Weak,276.8598,-38.0652,3.67,6.45,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9484
410,"9488,0",2021-10-31,8:44:03,Weak,283.5057,-33.8545,3.78,6.11,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9488
411,"9502,0",2021-11-01,14:54:41,Weak,146.1318,67.9492,3.53,6.95,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9502
412,"9499,0",2021-11-01,9:11:52,Weak,150.584,73.0027,3.68,6.38,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9499
413,"9503,0",2021-11-01,20:06:28,Weak,177.6729,68.5845,3.82,6.01,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9503
414,"9501,0",2021-11-01,13:21:28,Weak,141.5076,64.4393,3.77,6.13,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9501
415,"9500,0",2021-11-01,9:20:36,Weak,134.7849,72.9367,3.75,6.21,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9500
416,"9498,0",2021-11-01,7:20:28,Weak,164.6601,67.4453,3.77,6.12,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9498
417,"9508,0",2021-11-07,8:22:02,Weak,166.8376,-54.8135,3.77,6.13,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9508
418,"9510,0",2021-11-07,18:35:24,Weak,302.5064,33.5147,3.63,6.54,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9510
419,"9509,0",2021-11-07,8:39:21,Weak,166.8207,-54.7914,3.82,5.99,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0020 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9509
420,"9511,0",2021-11-09,6:28:27,Weak,112.0731,73.8776,3.62,6.63,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9511
421,"9512,0",2021-11-10,13:58:42,Weak,291.2216,6.9384,3.72,6.28,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9512
422,"9513,0",2021-11-11,21:21:48,Weak,111.6646,-14.7109,3.63,6.57,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9513
423,"9514,0",2021-11-12,6:17:15,Weak,111.0614,-21.9801,3.63,6.56,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9514
424,"9516,0",2021-11-13,3:01:56,Weak,145.7314,68.8588,3.67,6.43,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9516
425,"9515,0",2021-11-13,2:29:11,Weak,145.5819,68.4889,3.82,6.0,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9515
426,"9517,0",2021-11-14,6:45:17,Weak,128.9932,-33.2413,3.65,6.53,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9517
427,"9518,0",2021-11-14,13:00:57,Weak,126.4099,-43.7975,3.63,6.58,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9518
428,"9520,0",2021-11-16,16:58:20,Weak,152.8366,14.2274,3.55,6.85,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9520
429,"9522,0",2021-11-18,12:03:09,Weak,287.0513,0.9605,3.73,6.22,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9522
430,"9521,0",2021-11-18,11:52:18,Weak,289.3065,9.1734,3.73,6.24,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9521
431,"9524,0",2021-11-20,9:36:18,Weak,108.4599,-22.7489,3.65,6.5,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. There is a bright star (mag=6.26) 10.01 arcmin from this position. Possibly real GRB event (WEAK detection),9524
432,"9531,0",2021-11-21,18:13:10,Weak,288.9027,11.7222,3.73,6.25,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9531
433,"9529,0",2021-11-21,14:53:16,Weak,288.3606,10.1219,3.92,5.74,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0080 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9529
434,"9526,0",2021-11-21,11:40:28,Weak,276.3543,10.4759,3.83,5.96,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9526
435,"9527,0",2021-11-21,12:56:28,Weak,289.024,6.7655,3.7,6.34,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9527
436,"9530,0",2021-11-21,15:15:50,Weak,290.4539,12.435,3.87,5.85,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9530
437,"9525,0",2021-11-21,10:22:20,Weak,275.2943,11.2478,3.87,5.87,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9525
438,"9534,0",2021-11-21,22:12:28,Weak,282.7802,-0.7663,4.02,5.52,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9534
439,"9532,0",2021-11-21,18:21:25,Weak,281.7836,3.6304,3.8,6.03,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9532
440,"9533,0",2021-11-21,20:31:24,Weak,285.2432,13.8045,3.78,6.11,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9533
441,"9528,0",2021-11-21,13:39:48,Weak,288.2402,13.6673,3.78,6.1,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9528
442,"9538,0",2021-11-22,2:01:40,Weak,139.0044,-30.8049,3.77,6.13,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0399 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9538
443,"9535,0",2021-11-22,0:26:04,Weak,209.5555,-71.0418,3.93,5.68,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9535
444,"9540,0",2021-11-22,5:59:06,Weak,134.0424,-43.9749,3.75,6.18,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0399 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9540
445,"9537,0",2021-11-22,1:34:04,Weak,126.2804,-22.7312,3.88,5.84,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9537
446,"9539,0",2021-11-22,5:51:54,Weak,125.9925,-33.2462,3.8,6.06,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9539
447,"9536,0",2021-11-22,1:29:16,Weak,141.7916,-31.0643,3.7,6.32,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0399 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9536
448,"9541,0",2021-11-22,6:09:25,Weak,123.0219,-36.6738,3.6,6.69,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9541
449,"9542,0",2021-11-23,19:56:29,Weak,128.6476,-46.1058,3.8,6.07,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9542
450,"9543,0",2021-11-25,2:53:46,Weak,143.9549,68.3899,3.57,6.79,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9543
451,"9544,0",2021-11-26,9:39:09,Weak,296.6112,36.9212,3.82,6.0,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9544
452,"9545,0",2021-11-26,12:34:00,Weak,297.2348,36.0497,3.8,6.04,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9545
453,"9546,0",2021-11-29,4:03:12,Weak,300.4043,27.9854,3.62,6.59,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9546
454,"9548,0",2021-12-01,7:36:24,Weak,115.8678,-39.0683,3.98,5.57,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0080 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9548
455,"9549,0",2021-12-02,22:43:31,Weak,139.9632,-49.9353,3.75,6.18,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0080 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9549
