,"Trig,SubNums",Date,Time UT,Mesg,RA,Dec,Error,Inten,Comments,Trig
270,"9318,0",2021-07-24,14:23:42,Weak,309.1732,50.0424,3.75,6.17,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9318
271,"9322,0",2021-07-27,4:09:25,Weak,350.0369,59.3546,3.8,6.04,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9322
272,"9321,0",2021-07-27,3:50:13,Weak,349.7543,61.6353,3.75,6.2,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9321
273,"9320,0",2021-07-27,2:06:29,Weak,350.2749,66.3416,3.78,6.08,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9320
274,"9319,0",2021-07-27,1:44:30,Weak,351.4219,65.4352,3.75,6.19,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9319
275,"9323,0",2021-07-29,17:49:02,Weak,69.2178,-4.2052,3.73,6.24,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9323
276,"9324,0",2021-07-29,20:34:23,Weak,64.7903,0.5254,3.67,6.47,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9324
277,"9326,0",2021-07-30,10:53:11,Weak,69.6431,8.1407,3.58,6.73,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9326
278,"9325,0",2021-07-30,10:01:12,Weak,77.4693,12.5914,3.72,6.31,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9325
279,"9327,0",2021-08-02,16:02:35,Weak,248.1626,-34.2579,3.53,6.91,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9327
280,"9329,0",2021-08-04,2:35:04,Weak,305.013,44.4401,3.77,6.16,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9329
281,"9331,0",2021-08-06,17:06:30,Weak,72.6461,3.2268,3.8,6.04,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9331
282,"9332,0",2021-08-07,6:16:00,Weak,61.9451,4.816,3.6,6.66,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9332
283,"9334,0",2021-08-07,12:31:36,Weak,28.4253,17.3067,3.65,6.53,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=25.0000 and Time_Error=25.0000. Possibly real GRB event (WEAK detection),9334
284,"9337,0",2021-08-09,10:01:53,Weak,71.5051,-1.6277,3.77,6.12,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9337
285,"9336,0",2021-08-09,7:35:58,Weak,127.2502,-33.8465,3.75,6.18,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9336
286,"9340,0",2021-08-12,2:11:35,Weak,79.879,-0.0181,3.8,6.04,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9340
287,"9342,0",2021-08-12,16:13:50,Weak,72.0449,-0.0344,3.48,7.15,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9342
288,"9341,0",2021-08-12,5:56:55,Weak,69.203,2.4523,3.75,6.21,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9341
289,"9339,0",2021-08-12,0:35:19,Weak,74.3685,10.9703,3.65,6.51,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9339
290,"9338,0",2021-08-12,0:11:59,Weak,65.6863,7.1616,3.68,6.37,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9338
291,"9343,0",2021-08-13,2:01:11,Weak,263.9309,-24.1697,3.62,6.63,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=25.0000 and Time_Error=25.0000. Possibly real GRB event (WEAK detection),9343
292,"9348,0",2021-08-14,19:52:23,Weak,73.826,-11.0051,3.75,6.19,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9348
293,"9345,0",2021-08-14,15:33:33,Weak,137.2582,71.2893,3.68,6.38,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9345
294,"9347,0",2021-08-14,17:26:28,Weak,151.3373,65.3955,3.7,6.33,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9347
295,"9346,0",2021-08-14,16:34:39,Weak,141.9967,63.0161,3.8,6.06,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9346
296,"9351,0",2021-08-18,3:32:30,Weak,83.9128,23.4792,3.8,6.05,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9351
297,"9353,0",2021-08-18,21:06:47,Weak,267.216,-30.3783,3.62,6.6,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9353
298,"9350,0",2021-08-18,1:15:42,Weak,83.8682,27.8845,3.8,6.03,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9350
299,"9354,0",2021-08-20,8:27:20,Weak,261.089,-6.9825,3.82,6.01,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9354
300,"9355,0",2021-08-20,23:39:17,Weak,138.1579,54.634,3.8,6.07,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9355
301,"9358,0",2021-08-22,16:45:16,Weak,77.8859,-6.5756,3.77,6.12,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9358
302,"9357,0",2021-08-22,14:45:21,Weak,74.8096,-9.1994,3.67,6.45,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9357
303,"9359,0",2021-08-22,19:57:11,Weak,70.7827,-3.0555,3.7,6.36,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9359
304,"9360,0",2021-08-23,19:41:36,Weak,200.3169,-8.3885,3.63,6.54,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9360
305,"9361,0",2021-08-26,5:21:10,Weak,258.2791,-24.3812,3.63,6.55,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=50.0000 and Time_Error=50.0000. Possibly real GRB event (WEAK detection),9361
306,"9365,0",2021-08-28,10:29:07,Weak,81.7863,21.8968,3.63,6.55,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. There is a bright star (mag=6.66) 7.47 arcmin from this position. Possibly real GRB event (WEAK detection),9365
307,"9363,0",2021-08-28,4:42:23,Weak,263.0274,-25.5618,3.72,6.27,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9363
308,"9364,0",2021-08-28,5:16:41,Weak,259.8724,-26.0641,3.78,6.11,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9364
309,"9367,2",2021-08-29,4:09:50,Refine,85.2565,24.739,2.75,14.95,INTEGRAL GRB Coordinates. Time_Scale=100.0000 and Time_Error=100.0000. Possibly real GRB event,9367
310,"9366,1",2021-08-29,3:27:20,Wakeup,85.8849,22.6519,3.25,8.35,INTEGRAL GRB Coordinates. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event,9366
311,"9368,0",2021-08-30,18:15:28,Weak,241.6954,-37.8489,3.65,6.5,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=25.0000 and Time_Error=25.0000. Possibly real GRB event (WEAK detection),9368
312,"9370,0",2021-08-30,19:42:24,Weak,244.3058,-43.1336,3.82,6.0,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9370
313,"9369,0",2021-08-30,19:20:59,Weak,252.9139,-41.6276,3.62,6.62,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9369
314,"9371,0",2021-08-30,20:15:04,Weak,251.7424,-38.0382,3.7,6.34,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9371
315,"9372,0",2021-08-30,22:10:48,Weak,247.6765,-34.6081,3.8,6.02,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. There is a bright star (mag=5.88) 8.20 arcmin from this position. Possibly real GRB event (WEAK detection),9372
316,"9374,0",2021-08-31,11:37:21,Weak,264.3344,-32.3249,3.82,6.0,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9374
317,"9373,0",2021-08-31,11:22:56,Weak,264.4491,-23.9439,3.73,6.23,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9373
318,"9375,0",2021-09-02,12:32:17,Weak,90.3338,-4.8836,3.63,6.55,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=25.0000 and Time_Error=25.0000. Possibly real GRB event (WEAK detection),9375
319,"9376,0",2021-09-02,14:31:19,Weak,80.563,-6.6957,3.55,6.84,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9376
320,"9379,0",2021-09-03,16:53:11,Weak,263.1041,-32.2682,3.8,6.06,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9379
321,"9380,0",2021-09-06,4:12:23,Weak,269.3901,-25.41,3.63,6.58,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9380
322,"9381,0",2021-09-06,4:14:58,Weak,260.7048,-32.5995,3.63,6.55,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9381
323,"9382,0",2021-09-09,9:26:29,Weak,278.2557,-17.3098,3.57,6.82,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9382
324,"9383,0",2021-09-10,12:21:38,Weak,272.1782,-23.427,3.63,6.54,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9383
325,"9386,0",2021-09-11,15:23:28,Weak,151.9528,67.0293,3.58,6.72,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=50.0000 and Time_Error=50.0000. Possibly real GRB event (WEAK detection),9386
326,"9385,0",2021-09-11,8:36:25,Weak,224.9415,37.2313,3.62,6.6,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9385
327,"9384,0",2021-09-11,5:36:39,Weak,255.0965,-62.2353,3.63,6.55,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9384
328,"9387,0",2021-09-14,10:50:17,Weak,40.4814,64.7426,3.77,6.16,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9387
329,"9389,0",2021-09-14,22:46:42,Weak,35.4668,62.344,3.65,6.51,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9389
330,"9388,0",2021-09-14,18:17:54,Weak,22.4609,76.9884,3.8,6.07,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9388
331,"9391,0",2021-09-15,13:27:58,Weak,60.8717,62.2249,3.97,5.64,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9391
332,"9390,0",2021-09-15,13:25:20,Weak,41.3851,51.1704,3.62,6.64,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9390
333,"9393,0",2021-09-17,17:45:33,Weak,271.1899,-70.5924,3.65,6.52,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9393
334,"9392,0",2021-09-17,4:09:22,Weak,256.8287,-71.4316,3.6,6.67,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9392
335,"9396,0",2021-09-20,23:56:17,Weak,256.7603,-25.4645,3.77,6.12,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9396
336,"9395,0",2021-09-20,22:39:38,Weak,267.1439,-25.8511,3.7,6.32,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.0320 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9395
337,"9398,0",2021-09-21,4:47:33,Weak,263.6792,-21.772,3.73,6.22,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9398
338,"9399,0",2021-09-21,5:35:52,Weak,268.3428,-26.9315,3.77,6.16,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9399
339,"9397,0",2021-09-21,3:22:09,Weak,264.6217,-23.9804,3.82,6.0,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9397
340,"9400,0",2021-09-22,0:40:29,Weak,271.8281,-20.3676,3.63,6.57,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9400
341,"9425,0",2021-10-01,14:20:51,Weak,86.8531,4.7134,3.65,6.51,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9425
342,"9424,0",2021-10-01,12:42:57,Weak,88.3961,10.4431,3.8,6.03,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9424
343,"9426,0",2021-10-01,14:37:49,Weak,83.4784,0.2483,3.7,6.35,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9426
344,"9431,0",2021-10-04,11:09:30,Weak,248.0727,-58.1809,3.82,6.0,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9431
345,"9430,0",2021-10-04,10:40:16,Weak,247.0059,-58.1785,3.75,6.19,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9430
346,"9429,0",2021-10-04,7:51:34,Weak,243.1856,-50.5685,3.82,6.0,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9429
347,"9428,0",2021-10-04,7:38:50,Weak,227.4593,-51.0177,3.75,6.17,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9428
348,"9427,0",2021-10-04,4:43:31,Weak,252.4678,-50.1623,3.65,6.53,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. There is a bright star (mag=7.00) 9.77 arcmin from this position. Possibly real GRB event (WEAK detection),9427
349,"9432,0",2021-10-04,20:38:32,Weak,245.63,-54.1805,3.65,6.5,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=10.0000 and Time_Error=10.0000. Possibly real GRB event (WEAK detection),9432
350,"9433,0",2021-10-06,20:42:02,Weak,159.0063,65.785,3.68,6.41,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9433
351,"9434,0",2021-10-08,23:58:02,Weak,88.3154,6.3838,3.65,6.51,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9434
352,"9437,0",2021-10-09,14:51:01,Weak,290.9996,6.1325,3.82,6.01,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9437
353,"9436,0",2021-10-09,13:18:34,Weak,288.29,9.633,3.78,6.11,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9436
354,"9435,0",2021-10-09,11:55:39,Weak,199.4372,-67.0841,3.77,6.16,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9435
355,"9438,0",2021-10-09,16:47:07,Weak,283.403,15.6654,3.82,6.0,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9438
356,"9439,0",2021-10-09,20:23:30,Weak,288.7233,13.9747,3.72,6.26,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9439
357,"9440,0",2021-10-10,4:33:37,Weak,291.032,8.6575,3.8,6.06,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9440
358,"9442,0",2021-10-12,7:10:53,Weak,101.0484,24.3932,3.7,6.35,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9442
359,"9441,0",2021-10-12,6:19:44,Weak,92.2496,21.3893,3.57,6.77,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=0.1599 and Time_Error=2.0000. Possibly real GRB event (WEAK detection),9441
360,"9443,0",2021-10-13,2:46:11,Weak,81.9648,26.52,3.7,6.32,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9443
361,"9444,0",2021-10-14,21:32:02,Weak,92.8918,9.2218,3.77,6.13,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=1.2799 and Time_Error=8.0000. Possibly real GRB event (WEAK detection),9444
362,"9445,0",2021-10-15,12:30:34,Weak,79.3923,-0.9517,3.55,6.86,INTEGRAL GRB Coordinates -- this is the weak/subthreshold trigger notice. This notice may or may not be followed by a Wakeup/Refined/Offline notice. Time_Scale=5.0000 and Time_Error=5.0000. Possibly real GRB event (WEAK detection),9445
