TrigNum,Date,Time UT,MesgType,RA,Dec,Error,Comments
632460964,2021/1/16,3:35:59,GBM Flight Position,92.933,5.367,30.33,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 162.92,-22.83 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
632421956,2021/1/15,16:45:51,GBM Flight Position,225.067,-40.583,27.13,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 32.38,-21.58 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
632352534,2021/1/14,21:28:50,GBM Final Position,115.81,-23.4,15.02,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
632352534,2021/1/14,21:28:50,GBM Ground Position,121.3,-22.73,13.09,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_632352534.fits
632352534,2021/1/14,21:28:50,GBM Ground Position,100.31,-18.51,18.31,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_632352534.fits
632352534,2021/1/14,21:28:50,GBM Flight Position,100.55,-28.7,32.4,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 261.28,-22.18 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
632221553,2021/1/13,9:05:48,GBM Final Position,276.64,-47.51,13.24,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
632221553,2021/1/13,9:05:48,GBM Flight Position,279.967,-38.683,33.57,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 113.60,-24.67 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
632060507,2021/1/11,12:21:43,GBM Flight Position,180.15,26.533,30.45,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 357.90,4.02 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
632037192,2021/1/11,5:53:08,GBM Flight Position,340.7,-43.567,33.72,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 67.73,16.42 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
631793415,2021/1/8,10:10:10,GBM Final Position,308.08,-24.08,8.7,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
631793415,2021/1/8,10:10:10,GBM Ground Position,308.06,-25.03,7.63,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631793415.fits
631793415,2021/1/8,10:10:10,GBM Flight Position,316.9,-19,19.67,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 114.92,-20.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
631602681,2021/1/6,5:11:16,GBM Ground Position,338.45,9,21.01,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631602681.fits
631602681,2021/1/6,5:11:16,GBM Flight Position,340.667,11.033,21.03,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 50.78,24.90 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
631584650,2021/1/6,0:10:45,GBM Flight Position,249.85,-11.983,32.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 69.20,8.10 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
631555390,2021/1/5,16:03:06,GBM Final Position,70.99,-36.83,9.61,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
631555390,2021/1/5,16:03:06,GBM Ground Position,73.5,-37.83,10.44,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631555390.fits
631555390,2021/1/5,16:03:06,GBM Ground Position,71.07,-36.89,17.21,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631555390.fits
631555390,2021/1/5,16:03:06,GBM Flight Position,69.933,-44.133,19.73,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 151.40,-11.45 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
631452424,2021/1/4,11:27:00,GBM Final Position,107.94,67.09,2.88,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB. NOTE: This GBM event is temporally(3.0<100sec) coincident with the CALET_GBM event (trignum=1293794541).
631452424,2021/1/4,11:27:00,GBM Ground Position,110.77,68.72,2.53,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(3.0<100sec) coincident with the CALET_GBM event (trignum=1293794541).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631452424.fits
631452424,2021/1/4,11:27:00,GBM Flight Position,74.983,69.5,4.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 212.10,-17.97 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the SWIFT_BAT event (trignum=1015873)."
631452424,2021/1/4,11:27:00,GBM Ground Position,99.86,68.46,2.67,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(0.0<100sec) coincident with the SWIFT_BAT event (trignum=1015873).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631452424.fits
631452424,2021/1/4,11:27:00,GBM Flight Position,86.067,73.95,7.02,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 212.10,-17.97 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the SWIFT_BAT event (trignum=1015873)."
631452424,2021/1/4,11:27:00,GBM Flight Position,86.467,74.017,10.08,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 212.10,-17.97 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the SWIFT_BAT event (trignum=1015873)."
631312759,2021/1/2,20:39:14,GBM Final Position,239.15,-34.58,3.44,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB. NOTE: This GBM event is temporally(63.0<100sec) coincident with the SWIFT_BAT event (trignum=1015728).
631312759,2021/1/2,20:39:14,GBM Ground Position,232.7,-27.54,2.55,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(63.0<100sec) coincident with the SWIFT_BAT event (trignum=1015728).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631312759.fits
631312759,2021/1/2,20:39:14,GBM Ground Position,234.03,-28.74,6.34,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(63.0<100sec) coincident with the SWIFT_BAT event (trignum=1015728).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631312759.fits
631312759,2021/1/2,20:39:14,GBM Ground Position,237.17,-24.5,6.63,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(63.0<100sec) coincident with the SWIFT_BAT event (trignum=1015728).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631312759.fits
631312759,2021/1/2,20:39:14,GBM Flight Position,232.683,-40.883,8.32,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 272.12,16.12 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(63.0<100sec) coincident with the SWIFT_BAT event (trignum=1015728)."
631312759,2021/1/2,20:39:14,GBM Flight Position,226.8,-43.5,16.8,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 272.12,16.12 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(63.0<100sec) coincident with the SWIFT_BAT event (trignum=1015728)."
631226368,2021/1/1,20:39:24,GBM Final Position,10.3,-6.91,5.18,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
631205591,2021/1/1,14:53:07,GBM Final Position,136.7,50.1,4.56,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
631205591,2021/1/1,14:53:07,GBM Ground Position,148.32,27.23,8.14,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631205591.fits
631205591,2021/1/1,14:53:07,GBM Flight Position,150.533,51.833,8.78,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
631205591,2021/1/1,14:53:07,GBM Ground Position,146.88,29.11,8.54,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631205591.fits
631205591,2021/1/1,14:53:07,GBM Flight Position,150.117,51.117,17.2,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
631113166,2020/12/31,13:12:42,GBM Final Position,241.27,-5.48,2.53,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
631118376,2020/12/31,14:39:32,GBM Ground Position,333.47,-26.23,12.51,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631118376.fits
631118376,2020/12/31,14:39:32,GBM Flight Position,336.8,-26.05,36.6,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 351.27,23.48 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
631113166,2020/12/31,13:12:42,GBM Ground Position,247.1,-7.4,3.55,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631113166.fits
631113166,2020/12/31,13:12:42,GBM Ground Position,257.87,-7.27,5.63,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631113166.fits
631113166,2020/12/31,13:12:42,GBM Flight Position,267.967,11.667,11.45,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
631113166,2020/12/31,13:12:42,GBM Flight Position,266.233,23.383,13.97,Fermi-GBM Flight-calculated Coordinates. The LC_URL file will not be created until ~15 min after the trigger.
631119348,2020/12/31,14:55:43,GBM Final Position,124.62,39.06,17.94,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
631119348,2020/12/31,14:55:43,GBM Ground Position,105.24,43.95,13.57,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631119348.fits
631119348,2020/12/31,14:55:43,GBM Flight Position,101.383,35.967,29.58,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 47.03,2.67 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
631118376,2020/12/31,14:39:32,GBM Ground Position,333.47,-26.23,12.51,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_631118376.fits
631118376,2020/12/31,14:39:32,GBM Flight Position,336.8,-26.05,36.6,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 351.27,23.48 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
631104264,2020/12/31,10:44:20,GBM Final Position,82.34,31.33,9.48,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
631104264,2020/12/31,10:44:20,GBM Flight Position,78.183,30.683,26.1,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 241.27,-21.50 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630979080,2020/12/29,23:57:56,GBM Flight Position,5.85,-49.517,28.17,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 73.72,-15.68 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630948017,2020/12/29,15:20:13,GBM Final Position,340.36,-52.04,1.33,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
630948017,2020/12/29,15:20:13,GBM Ground Position,344.27,-41.68,3.5,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630948017.fits
630948017,2020/12/29,15:20:13,GBM Flight Position,342.583,-54.95,5.8,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 44.78,8.03 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630948017,2020/12/29,15:20:13,GBM Flight Position,342.833,-54.7,6.52,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 44.78,8.03 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630948017,2020/12/29,15:20:13,GBM Ground Position,343.67,-48.06,6.31,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630948017.fits
630948017,2020/12/29,15:20:13,GBM Flight Position,342.95,-57.283,10.47,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 44.78,8.03 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630948017,2020/12/29,15:20:13,GBM Flight Position,330.85,-50.233,21.93,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 44.78,8.03 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630861710,2020/12/28,15:21:46,GBM Final Position,8.14,50.69,8.56,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
630861710,2020/12/28,15:21:46,GBM Ground Position,4.92,50.85,7.63,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630861710.fits
630861710,2020/12/28,15:21:46,GBM Flight Position,32.783,61.75,29.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 5.73,23.13 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630815255,2020/12/28,2:27:31,GBM Final Position,303.39,32.31,15.37,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
630815255,2020/12/28,2:27:31,GBM Ground Position,289.34,-7.46,12.42,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630815255.fits
630815255,2020/12/28,2:27:31,GBM Ground Position,303.47,32.27,14,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630815255.fits
630815255,2020/12/28,2:27:31,GBM Flight Position,315.4,35.983,27.4,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 146.77,22.33 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630782561,2020/12/27,17:22:37,GBM Flight Position,184.7,51.317,36.3,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 27.22,8.88 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630774852,2020/12/27,15:14:07,GBM Final Position,182.79,-73.03,1.25,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
630774852,2020/12/27,15:14:07,GBM Final Position,182.81,-73.02,1.9,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB.
630774852,2020/12/27,15:14:07,GBM Ground Position,180.99,-73.88,1.24,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630774852.fits
630774852,2020/12/27,15:14:07,GBM Flight Position,106.183,-77.117,3.53,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 288.77,13.23 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630681391,2020/12/26,13:16:27,GBM Final Position,173.08,-5.97,3.79,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
630681391,2020/12/26,13:16:27,GBM Flight Position,184.967,-17.617,18.53,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 189.37,-24.40 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630681391,2020/12/26,13:16:27,GBM Flight Position,204.033,55.8,22.22,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 189.37,-24.40 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630515382,2020/12/24,15:09:38,GBM Flight Position,217.083,26.45,26.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 138.07,-15.00 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630515382,2020/12/24,15:09:38,GBM Flight Position,229.7,-19.367,26.2,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 138.07,-15.00 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630470766,2020/12/24,2:46:02,GBM Flight Position,284.867,21.3,26.53,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 35.92,-24.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630439110,2020/12/23,17:58:26,GBM Final Position,119.79,70.63,6.26,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(1.0<100sec) coincident with the SWIFT_BAT event (trignum=1014316).
630389391,2020/12/23,4:09:46,GBM Final Position,182.12,20.44,2.53,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
630389391,2020/12/23,4:09:46,GBM Ground Position,176.66,22.92,3.87,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630389391.fits
630389391,2020/12/23,4:09:46,GBM Ground Position,177.56,20.55,3.95,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630389391.fits
630389391,2020/12/23,4:09:46,GBM Flight Position,181.167,18.45,10.52,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 285.33,-2.45 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630284799,2020/12/21,23:06:34,GBM Final Position,163.77,45.71,4.06,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(3.0<100sec) coincident with the KONUS event (trignum=1920483197).
630327810,2020/12/22,11:03:26,GBM Final Position,95.67,27.89,4.96,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
630327810,2020/12/22,11:03:26,GBM Ground Position,95.91,26.91,3.34,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630327810.fits
630327810,2020/12/22,11:03:26,GBM Flight Position,102.417,21.983,9.8,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 260.25,-24.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630288743,2020/12/22,0:12:19,GBM Final Position,215.72,13.46,8.07,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Short GRB.
630288743,2020/12/22,0:12:19,GBM Ground Position,213.68,3.55,19.82,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630288743.fits
630288743,2020/12/22,0:12:19,GBM Flight Position,209.35,-2.283,26.9,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 125.03,-18.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630286132,2020/12/21,23:28:48,GBM Final Position,158.07,-39.92,5.23,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
630286132,2020/12/21,23:28:48,GBM Ground Position,143.74,-42.74,3.3,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630286132.fits
630286132,2020/12/21,23:28:48,GBM Flight Position,131.05,-47.3,10.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 331.28,12.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630286132,2020/12/21,23:28:48,GBM Flight Position,154.433,-37.1,15.05,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 331.28,12.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
630284799,2020/12/21,23:06:34,GBM Flight Position,167.4,46.983,3.75,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 247.92,22.88 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the SWIFT_BAT event (trignum=1014037)."
630252708,2020/12/21,14:11:43,GBM Final Position,110.61,32.04,4.06,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Short GRB.
630252708,2020/12/21,14:11:43,GBM Ground Position,110.2,32.93,2.07,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_630252708.fits
