TrigNum,Date,Time UT,MesgType,RA,Dec,Error,Comments
693644339,2022/12/25,6:58:54,GBM Flight Position,153.6,47.633,50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 32.42,-24.62 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
693644339,2022/12/25,6:58:54,GBM Flight Position,121.967,37.183,50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 32.42,-24.62 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
693552502,2022/12/24,5:28:18,GBM Flight Position,33.433,-35.733,3.7,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 18.27,-22.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693552502,2022/12/24,5:28:18,GBM Flight Position,36.633,-35.633,3.95,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 18.27,-22.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693552502,2022/12/24,5:28:18,GBM Ground Position,6.24,11.22,2.34,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_693552502.fits
693552502,2022/12/24,5:28:18,GBM Flight Position,214.717,28.6,5.37,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 18.27,-22.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693552502,2022/12/24,5:28:18,GBM Flight Position,34.683,-33.6,4.77,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 18.27,-22.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693547836,2022/12/24,4:10:32,GBM Flight Position,269.5,-33.917,9.4,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 108.65,-19.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693547836,2022/12/24,4:10:32,GBM Flight Position,267.3,-24.017,12.23,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 108.65,-19.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693547836,2022/12/24,4:10:32,GBM Flight Position,291.8,-15.2,35.3,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 108.65,-19.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693532571,2022/12/23,23:56:07,GBM Final Position,353.65,-11.8,8.19,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB.
693532571,2022/12/23,23:56:07,GBM Ground Position,345.52,-13.85,4.41,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_693532571.fits
693532571,2022/12/23,23:56:07,GBM Flight Position,346.583,-9.85,8.97,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 283.92,22.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693501467,2022/12/23,15:17:43,GBM Flight Position,105.667,81.983,4.7,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.98,-24.98 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693501467,2022/12/23,15:17:43,GBM Flight Position,102.567,82.85,6.4,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.98,-24.98 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693501467,2022/12/23,15:17:43,GBM Flight Position,90.983,78.533,8.28,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.98,-24.98 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693501467,2022/12/23,15:17:43,GBM Flight Position,89.667,78.883,10.78,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.98,-24.98 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693501467,2022/12/23,15:17:43,GBM Flight Position,109.567,76.9,14.28,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 252.98,-24.98 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693495580,2022/12/23,13:39:36,GBM Flight Position,23.15,-37.567,4.85,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.12,-23.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693495580,2022/12/23,13:39:36,GBM Flight Position,22.517,-37.55,5.4,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.12,-23.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693495580,2022/12/23,13:39:36,GBM Flight Position,21.767,-37.45,6.57,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.12,-23.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693495580,2022/12/23,13:39:36,GBM Flight Position,21.133,-37.367,6.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.12,-23.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693495580,2022/12/23,13:39:36,GBM Flight Position,47.033,-31.167,14.02,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 265.12,-23.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693466896,2022/12/23,5:41:32,GBM Flight Position,171.6,-62.8,4.47,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 14.67,-20.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693466896,2022/12/23,5:41:32,GBM Flight Position,172.4,-61.583,5.15,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 14.67,-20.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693466896,2022/12/23,5:41:32,GBM Flight Position,173.133,-60.367,5.7,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 14.67,-20.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693466896,2022/12/23,5:41:32,GBM Ground Position,174.17,-58.34,167,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_693466896.fits
693466896,2022/12/23,5:41:32,GBM Flight Position,173.75,-59.167,6.58,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 14.67,-20.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693466896,2022/12/23,5:41:32,GBM Flight Position,174.433,-57.733,8.2,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 14.67,-20.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693462841,2022/12/23,4:33:57,GBM Flight Position,267.617,-11.45,6.65,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 140.40,-8.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the CALET_GBM event (trignum=1355805225)."
693462841,2022/12/23,4:33:57,GBM Flight Position,273.55,-7.517,10.17,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 140.40,-8.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the CALET_GBM event (trignum=1355805225)."
693462841,2022/12/23,4:33:57,GBM Flight Position,277.15,-28.317,13.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 140.40,-8.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the CALET_GBM event (trignum=1355805225)."
693462841,2022/12/23,4:33:57,GBM Flight Position,277.167,-28.35,19.43,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 140.40,-8.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the CALET_GBM event (trignum=1355805225)."
693462841,2022/12/23,4:33:57,GBM Flight Position,282.483,27.217,26.07,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 140.40,-8.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(0.0<100sec) coincident with the CALET_GBM event (trignum=1355805225)."
693416142,2022/12/22,15:35:37,GBM Flight Position,48.433,-38.55,6.38,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 267.35,-25.48 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693416142,2022/12/22,15:35:37,GBM Flight Position,38.967,-31.317,7.67,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 267.35,-25.48 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693416142,2022/12/22,15:35:37,GBM Flight Position,51.467,-34.333,50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 267.35,-25.48 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
693416142,2022/12/22,15:35:37,GBM Flight Position,52.85,-39.5,15.72,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 267.35,-25.48 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693381437,2022/12/22,5:57:13,GBM Flight Position,35.317,-37.1,9.03,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 20.23,-21.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693381437,2022/12/22,5:57:13,GBM Flight Position,22.767,-39.5,12.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 20.23,-21.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693381437,2022/12/22,5:57:13,GBM Flight Position,22.55,-39.517,13.6,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 20.23,-21.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693352668,2022/12/21,21:57:44,GBM Final Position,63.15,-10.41,6.62,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
693355175,2022/12/21,22:39:31,GBM Final Position,81.82,63.4,2.74,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. Bright hard burst in the GBM. This is likely a Long GRB.
693355175,2022/12/21,22:39:31,GBM Ground Position,84.94,59.03,1.74,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_693355175.fits
693355175,2022/12/21,22:39:31,GBM Flight Position,87.25,67.633,4.85,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 273.95,7.58 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693355175,2022/12/21,22:39:31,GBM Flight Position,81.5,71.45,5.22,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 273.95,7.58 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693352668,2022/12/21,21:57:44,GBM Flight Position,53.9,-20.417,9.33,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 125.28,-15.97 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693216594,2022/12/20,8:09:49,GBM Flight Position,147.967,-30.367,35.13,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 31.20,-25.37 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693159549,2022/12/19,16:19:05,GBM Flight Position,345.167,69.2,15.23,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 270.33,-25.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
693018405,2022/12/18,1:06:41,GBM Flight Position,280.1,55.467,39.18,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 237.62,-6.50 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692999179,2022/12/17,19:46:14,GBM Flight Position,264,-17.15,18.52,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 181.32,-12.67 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692999179,2022/12/17,19:46:14,GBM Flight Position,252.733,-29.6,36.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 181.32,-12.67 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692999179,2022/12/17,19:46:14,GBM Flight Position,235.867,39.983,34.95,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 181.32,-12.67 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692949022,2022/12/17,5:50:18,GBM Flight Position,274.483,-9.85,17.58,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 110.23,-24.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692920680,2022/12/16,21:57:55,GBM Flight Position,263.917,-21.4,7.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 241.33,-23.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692920680,2022/12/16,21:57:55,GBM Flight Position,256.5,-34.333,19.7,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 241.33,-23.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692919431,2022/12/16,21:37:06,GBM Flight Position,256.567,-32.733,22.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 163.15,-13.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692919431,2022/12/16,21:37:06,GBM Flight Position,269.767,-35.25,35.47,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 163.15,-13.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692914822,2022/12/16,20:20:18,GBM Flight Position,268.35,-13.05,17.08,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 255.45,-24.98 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692913069,2022/12/16,19:51:05,GBM Flight Position,2.833,63.55,28.95,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 151.87,3.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692910357,2022/12/16,19:05:53,GBM Flight Position,262.75,-21.1,7.28,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 351.00,-0.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692910357,2022/12/16,19:05:53,GBM Flight Position,253.567,-26.217,29.52,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 351.00,-0.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692910357,2022/12/16,19:05:53,GBM Flight Position,29.683,-13.7,34.68,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 351.00,-0.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692882483,2022/12/16,11:21:18,GBM Final Position,276.31,-58.09,5.69,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB. NOTE: This GBM event is temporally(2.0<100sec) coincident with the SWIFT_BAT event (trignum=1144698).
692882483,2022/12/16,11:21:18,GBM Ground Position,316.81,-21.23,9.47,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(2.0<100sec) coincident with the SWIFT_BAT event (trignum=1144698).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_692882483.fits
692882483,2022/12/16,11:21:18,GBM Flight Position,300.767,-11.683,19.08,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 145.97,15.68 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(2.0<100sec) coincident with the SWIFT_BAT event (trignum=1144698)."
692882483,2022/12/16,11:21:18,GBM Flight Position,270.133,-64.867,16.97,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 145.97,15.68 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(2.0<100sec) coincident with the SWIFT_BAT event (trignum=1144698)."
692878723,2022/12/16,10:18:39,GBM Flight Position,262.883,-24.067,4.83,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 289.38,7.82 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692878723,2022/12/16,10:18:39,GBM Flight Position,262.65,-24.2,15.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 289.38,7.82 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692878723,2022/12/16,10:18:39,GBM Flight Position,340.7,50.75,25.9,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 289.38,7.82 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692847514,2022/12/16,1:38:30,GBM Flight Position,256.55,-29.15,10.17,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 249.85,-4.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692847514,2022/12/16,1:38:30,GBM Flight Position,274.383,-44.217,34.38,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 249.85,-4.30 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692813379,2022/12/15,16:09:34,GBM Final Position,23.23,32.05,4.12,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
692813379,2022/12/15,16:09:34,GBM Flight Position,27.05,27.883,7.55,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 38.52,-2.72 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692813379,2022/12/15,16:09:34,GBM Ground Position,31.4,31.99,7.92,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_692813379.fits
692813379,2022/12/15,16:09:34,GBM Flight Position,18.517,37.917,13.78,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 38.52,-2.72 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692770472,2022/12/15,4:14:28,GBM Final Position,156.06,38.64,13.6,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
692770472,2022/12/15,4:14:28,GBM Ground Position,115.68,44.52,13.55,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_692770472.fits
692770472,2022/12/15,4:14:28,GBM Flight Position,135.05,45.55,33.77,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 32.15,6.93 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692760884,2022/12/15,1:34:40,GBM Final Position,297.8,-62.27,60.01,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Short GRB.
692760884,2022/12/15,1:34:40,GBM Flight Position,95.717,-68.783,50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 186.53,-25.32 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692754243,2022/12/14,23:43:59,GBM Flight Position,261.367,-18.267,37.58,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 151.75,-15.65 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692754243,2022/12/14,23:43:59,GBM Flight Position,149.867,-52.267,50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 151.75,-15.65 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692737751,2022/12/14,19:09:07,GBM Flight Position,328.733,63.55,30.82,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 261.58,-24.87 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692737751,2022/12/14,19:09:07,GBM Flight Position,199.133,50.25,50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 261.58,-24.87 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692721536,2022/12/14,14:38:51,GBM Flight Position,87.283,-2.683,28.87,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 30.47,-18.63 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692715482,2022/12/14,12:57:58,GBM Flight Position,259.683,-32.45,13.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 32.98,-23.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692715482,2022/12/14,12:57:58,GBM Flight Position,257.567,-27.683,21.47,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 32.98,-23.95 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692713692,2022/12/14,12:28:07,GBM Flight Position,218.883,20.583,50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 285.98,1.23 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692676423,2022/12/14,2:06:59,GBM Flight Position,314.633,-16.4,34.72,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 251.52,-7.38 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692607435,2022/12/13,6:57:11,GBM Ground Position,299.9,21.39,2.37,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_692607435.fits
692607435,2022/12/13,6:57:11,GBM Flight Position,299.25,29.433,3.43,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 148.73,-20.73 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692527826,2022/12/12,8:50:21,GBM Flight Position,176.133,-41.767,20.42,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 139.02,-17.40 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692520064,2022/12/12,6:40:59,GBM Final Position,142.89,-19.2,15.82,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
692520064,2022/12/12,6:40:59,GBM Ground Position,153.38,-25.24,17.36,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_692520064.fits
692520064,2022/12/12,6:40:59,GBM Flight Position,129.683,-8,34.85,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 38.53,-2.72 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692433298,2022/12/11,6:34:54,GBM Final Position,160.88,52.25,4.7,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
692433298,2022/12/11,6:34:54,GBM Ground Position,159.81,53.49,5.6,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_692433298.fits
692433298,2022/12/11,6:34:54,GBM Flight Position,162.133,42.5,11.68,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 329.42,24.63 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692401756,2022/12/10,21:49:12,GBM Flight Position,141.2,-33.383,50,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 269.85,-25.60 [deg]. WARNING: This Notice was received with a negative intensity field -- INTEN was set to 0. The LC_URL file will not be created until ~15 min after the trigger."
692401756,2022/12/10,21:49:12,GBM Flight Position,162.917,-31.9,16.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 269.85,-25.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692332543,2022/12/10,2:35:38,GBM Final Position,268.7,-16.06,12.69,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
692332543,2022/12/10,2:35:38,GBM Final Position,258.97,-12.91,8.07,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Short GRB.
692332543,2022/12/10,2:35:38,GBM Ground Position,271.15,-18.87,11.11,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_692332543.fits
692332543,2022/12/10,2:35:38,GBM Flight Position,269.133,-22.483,16.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 149.48,-16.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
692312612,2022/12/9,21:03:28,GBM Final Position,142.15,-5.22,10.62,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
692312612,2022/12/9,21:03:28,GBM Ground Position,139.88,-7.66,7.79,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_692312612.fits
692312612,2022/12/9,21:03:28,GBM Flight Position,134.417,45.883,22.08,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 55.20,16.92 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
